ID,單價
PU-1,1.641412188630224
PU-2,1.6493399306725844
PU-3,2.575872424747139
PU-4,1.4831576893059588
PU-5,3.4693267970745305
PU-6,1.5915787028890804
PU-7,1.6969608948584411
PU-8,1.869571748144973
PU-9,1.4605722316946022
PU-10,1.6288566171636187
PU-11,1.0866742237106433
PU-12,3.796030310342274
PU-13,0.9087338860820582
PU-14,1.944163095296834
PU-15,1.3992920433507405
PU-16,0.9825124681750926
PU-17,2.981494637562868
PU-18,2.7916470124467287
PU-19,1.086388991857652
PU-20,3.1175685996605944
PU-21,1.6529255351611207
PU-22,1.5428398542596695
PU-23,3.4816475064504613
PU-24,1.303789247881846
PU-25,2.4382820504298506
PU-26,1.91695039115246
PU-27,2.206137246776671
PU-28,1.5973765080985352
PU-29,2.690132050477737
PU-30,1.6688926465488643
PU-31,4.082975558767924
PU-32,1.2631362808610513
PU-33,2.802701684786116
PU-34,1.6695211208448777
PU-35,1.7169966433274861
PU-36,1.328213323083792
PU-37,1.6907186451657987
PU-38,2.861652919595848
PU-39,2.461436347218503
PU-40,2.118310438929065
PU-41,1.8041647287655815
PU-42,1.3060150694835193
PU-43,1.3866641310190915
PU-44,1.9380863814774096
PU-45,1.8452402323378057
PU-46,0.885239171778669
PU-47,1.4905317221265544
PU-48,1.1675602085613535
PU-49,0.7025563876445744
PU-50,2.6355434497102164
PU-51,2.8419334593303307
PU-52,2.2139096117970096
PU-53,2.069181372004917
PU-54,2.457412410387133
PU-55,1.0301727989820688
PU-56,4.21610771917902
PU-57,3.0659033564314533
PU-58,2.561800157415192
PU-59,1.6358047164076739
PU-60,2.3978636875432775
PU-61,1.325417501331843
PU-62,1.3109758364226285
PU-63,1.9337335066811756
PU-64,1.3106149897610426
PU-65,5.538993309601064
PU-66,1.9580479080823585
PU-67,1.9183187986472536
PU-68,1.0973486299312698
PU-69,1.275452217427423
PU-70,1.9991090919938563
PU-71,1.6372885993613826
PU-72,2.5553313022190487
PU-73,1.517861664130094
PU-74,2.5478685481192733
PU-75,1.817937095896319
PU-76,1.034123392471446
PU-77,2.0784868839233326
