ID,單價
PU-1,1.6460103946241946
PU-2,1.6495631555456618
PU-3,2.571210164964463
PU-4,1.4721020759737296
PU-5,3.482311815703879
PU-6,1.6069410074813755
PU-7,1.734926312451551
PU-8,1.846240976562816
PU-9,1.4387065955062561
PU-10,1.6609561724777309
PU-11,1.0790822841023289
PU-12,3.810940815867768
PU-13,0.9090599809537026
PU-14,1.9319145345469402
PU-15,1.372777366576428
PU-16,0.9926860067437371
PU-17,2.961304641299874
PU-18,2.7839142566439827
PU-19,1.1191480728182026
PU-20,3.1144379352717992
PU-21,1.6360252558443222
PU-22,1.564780881859925
PU-23,3.406257793171154
PU-24,1.34675315092368
PU-25,2.4849895382371257
PU-26,1.9017847896456808
PU-27,2.1506152319436396
PU-28,1.5920478807624816
PU-29,2.6924117874461495
PU-30,1.6585174913762561
PU-31,4.101582847078952
PU-32,1.2575095586455072
PU-33,2.781906292528402
PU-34,1.6890735935106167
PU-35,1.725976122884811
PU-36,1.3420858651237064
PU-37,1.7438666570143324
PU-38,2.7727975560070277
PU-39,2.4493924764646304
PU-40,2.15266310655318
PU-41,1.8118364224967358
PU-42,1.3078534747352437
PU-43,1.4108842473344267
PU-44,1.968768831130589
PU-45,1.83732816759163
PU-46,0.8931650450448773
PU-47,1.493159521432641
PU-48,1.2006669072476592
PU-49,0.7010637351517055
PU-50,2.6313852095526338
PU-51,2.924984035129457
PU-52,2.232977105388378
PU-53,2.0745215371798293
PU-54,2.4585706048167584
PU-55,1.0446012167021759
PU-56,4.1379118471351894
PU-57,3.0807372359042526
PU-58,2.5834525420137426
PU-59,1.6522020914524338
PU-60,2.4288942391487485
PU-61,1.2948646000209905
PU-62,1.3119459568357954
PU-63,1.9846069706317093
PU-64,1.314273205599914
PU-65,5.429169679650851
PU-66,1.9969389042326509
PU-67,1.8937811698067464
PU-68,1.1458681302621327
PU-69,1.3098062144170095
PU-70,2.0079285898420247
PU-71,1.6563439443213026
PU-72,2.538821976446037
PU-73,1.4659261144417628
PU-74,2.504955231606957
PU-75,1.789995421630246
PU-76,1.0179040223277762
PU-77,2.1440745158456687
PU-78,0.8571118720872788
PU-79,1.540295521735584
PU-80,1.2470085208532873
PU-81,1.247785223725847
PU-82,1.3552621908057736
PU-83,1.5588142583643574
PU-84,1.9200160342442691
PU-85,3.9415374181336684
PU-86,1.087778840214437
PU-87,2.8613328744716693
PU-88,1.04402317001273
PU-89,3.7114666390702946
PU-90,3.1305622268242175
PU-91,0.7880356217157989
PU-92,0.9465509098959392
PU-93,2.925016680110603
PU-94,1.7398206326908578
PU-95,2.1155516132050964
PU-96,1.74933466842986
PU-97,1.3161984554065151
PU-98,2.064244298694869
PU-99,1.965749986911119
PU-100,0.9670608309834786
PU-101,1.1507554696743396
PU-102,1.4447451486270069
PU-103,1.3145687014545273
PU-104,1.3704991194138207
PU-105,2.38695872872188
PU-106,1.3636645349035323
PU-107,0.7112879754098592
PU-108,1.389968252936205
PU-109,2.0876958397524072
PU-110,1.568445744422028
PU-111,1.3447181771815955
PU-112,2.2211693910622037
PU-113,1.79016872631642
PU-114,1.9063202688375767
PU-115,2.0393704586213057
PU-116,1.682192738746882
PU-117,1.7986382354054298
PU-118,1.3903066640469013
PU-119,1.155029680121849
PU-120,1.4434638308621186
PU-121,1.0835091398535575
PU-122,2.083902395247052
PU-123,2.9770323806002947
PU-124,2.1208346239496825
PU-125,1.9188255298430548
PU-126,4.399073202775794
PU-127,2.0290077579686074
PU-128,2.0614857489147678
PU-129,1.391290428495949
PU-130,1.1673539416118432
PU-131,2.3774764643799737
PU-132,1.0488965929949314
PU-133,2.1970642999937926
PU-134,1.5080515546290212
PU-135,1.826716603766708
PU-136,2.0023527434440584
PU-137,1.478040205185029
PU-138,2.1602511101525756
PU-139,1.2696492576386025
PU-140,2.56969947157692
PU-141,3.7945239890665796
PU-142,0.7784480572748875
PU-143,2.1805572372803272
PU-144,1.3254290838866964
PU-145,1.8829195700117702
PU-146,1.935012415262727
PU-147,2.0937527309044714
PU-148,1.01406997604087
PU-149,1.2452202116849296
PU-150,1.5861806003824097
PU-151,1.2255074285337013
PU-152,1.5462288625667568
PU-153,2.307675445529071
PU-154,1.562348358335412
PU-155,2.5848022154544434
PU-156,1.574951566038561
PU-157,1.1380244600604383
PU-158,1.289620645241246
PU-159,4.713067805612775
PU-160,1.62983560101662
PU-161,0.8628640911183684
PU-162,1.7836351643865864
PU-163,0.9937648610247679
PU-164,3.2910561772248084
PU-165,4.782180750262187
PU-166,1.2456228384670507
PU-167,1.511571392642551
PU-168,4.548512776310368
PU-169,1.8530053800497541
PU-170,0.9180310934498299
PU-171,2.2036166448176076
PU-172,1.70313212972049
PU-173,2.3952374501824587
PU-174,1.3290488814065995
PU-175,1.1636731894278625
PU-176,1.6890251418705313
PU-177,2.666316109838103
PU-178,2.0576829204300227
